,ann=0_ztfid,ann=1_ztfid,ann=2_ztfid,ann=3_ztfid,ann=4_ztfid,ann=5_ztfid,ann=6_ztfid,ann=7_ztfid,ann=8_ztfid,ann=9_ztfid,ann=10_ztfid,ann=0_d,ann=1_d,ann=2_d,ann=3_d,ann=4_d,ann=5_d,ann=6_d,ann=7_d,ann=8_d,ann=9_d,ann=10_d,ann=0_has_tns,ann=1_has_tns,ann=2_has_tns,ann=3_has_tns,ann=4_has_tns,ann=5_has_tns,ann=6_has_tns,ann=7_has_tns,ann=8_has_tns,ann=9_has_tns,ann=10_has_tns,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls,ann=10_tns_cls,ann=0_spec_z,ann=1_spec_z,ann=2_spec_z,ann=3_spec_z,ann=4_spec_z,ann=5_spec_z,ann=6_spec_z,ann=7_spec_z,ann=8_spec_z,ann=9_spec_z,ann=10_spec_z
ZTF21abhzicj,ZTF21abhzicj,ZTF21aaqizwm,ZTFabc36668,ZTFabc09576,ZTFabc75988,ZTFabc76157,ZTFabc50248,ZTF21aaabtyq,ZTFabc82783,ZTFabc41222,ZTFabc30241,0,4.4628,4.6961,5.7636,5.8158,5.8296,5.8723,5.9627,6.0052,6.0139,6.1005,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-pec,0.03946,0.06,-99.0,-99.0,-99.0,-99.0,-99.0,0.051295,-99.0,-99.0,-99.0
ZTF21abdllvi,ZTF21abdllvi,ZTFabc79884,ZTF21aarguvb,ZTFabc42177,ZTFabc00645,ZTFabc08517,ZTFabc35243,ZTF21aardypy,ZTFabc08738,ZTF21abghjno,ZTF20acjoazg,0,7.4056,7.4948,7.571,7.6327,7.8008,7.8061,7.8527,7.8796,7.9415,8.1351,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Yes_TNS,No_TNS,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,None,None,-99.0,-99.0,0.055,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abaulsw,ZTF21abaulsw,ZTFabc67033,ZTFabc65646,ZTFabc84738,ZTFabc03383,ZTF21aavdukh,ZTFabc47044,ZTFabc11135,ZTF21aanjvng,ZTFabc26461,ZTFabc78368,0,6.3158,6.3482,6.458,6.6676,6.9198,7.0319,7.0617,7.2036,7.2113,7.3445,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,None,SN II,SN II,SN II,SN II,SN II,SN II,SN II,None,SN II,SN II,-99.0,-99.0,-99.0,-99.0,-99.0,0.0372,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20abqferm,ZTF20abqferm,ZTFabc81384,ZTFabc84661,ZTFabc67937,ZTFabc59239,ZTFabc61646,ZTFabc49303,ZTFabc89502,ZTFabc88792,ZTFabc14436,ZTFabc46645,0,5.9358,6.4091,6.4157,6.4182,6.4183,6.4244,6.4245,6.4267,6.4405,6.451,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN II,SN II,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,0.03,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20abdvwde,ZTF20abdvwde,ZTF20aaznbiu,ZTF21abowuoy,ZTF21aascaeg,ZTFabc86457,ZTFabc67204,ZTFabc85642,ZTFabc99377,ZTFabc67842,ZTFabc82557,ZTFabc01278,0,7.5901,7.7096,8.4817,8.538,8.5384,8.5386,8.5386,8.5388,8.5392,8.5398,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,None,None,None,SN IIP,SN IIP,SN IIP,SN IIP,SN IIP,SN IIP,SN IIP,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acurljz,ZTF18acurljz,ZTF21aadtnyl,ZTFabc93381,ZTF18abwhsnx,ZTFabc94388,ZTFabc09474,ZTFabc53170,ZTFabc44682,ZTF20acwpaov,ZTFabc02919,ZTF21aarspet,0,8.2313,8.3795,8.6974,8.8457,8.8778,8.916,9.057,9.2181,9.2682,9.3166,Yes_TNS,Yes_TNS,Fake,No_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Fake,No_TNS,None,None,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.05913,-99.0,-99.0
ZTF21abjtqyq,ZTF21abjtqyq,ZTFabc83723,ZTFabc36668,ZTFabc08984,ZTF21aaqizwm,ZTFabc82783,ZTFabc20373,ZTFabc19585,ZTFabc20037,ZTFabc31851,ZTF20acjhhqx,0,4.1694,4.4124,4.4861,4.6666,4.7668,4.9668,4.9712,5.0938,5.1342,5.1665,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN II,SN II,SN II,SN Ia,SN Ia,0.097,-99.0,-99.0,-99.0,0.06,-99.0,-99.0,-99.0,-99.0,-99.0,0.04
ZTF21abowsie,ZTF21abowsie,ZTF21aalklsu,ZTF21aaynlvs,ZTF20acyvzje,ZTFabc31052,ZTFabc00642,ZTF20acnztaa,ZTF18aafzcbw,ZTF20acopavl,ZTFabc62547,ZTF21aasfvsq,0,5.9526,5.9623,6.0118,6.1898,6.208,6.2124,6.3917,6.4055,6.4239,6.4286,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,No_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,None,None,None,None,SN Ia,SN Ia,None,None,None,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aazhcvg,ZTF21aazhcvg,ZTF21abxoxhb,ZTF21abvjmqr,ZTF21abwputs,ZTF20acnznxh,ZTF21abhystr,ZTF21aahmxsq,ZTF21abjbukd,ZTFabc69415,ZTFabc86870,ZTFabc95174,0,5.786,6.2927,6.9976,8.2194,8.3672,8.4039,8.6357,9.0634,9.0764,9.2665,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,None,None,None,None,None,None,None,SN II,SN II,SN II,SN II,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0511,-99.0,-99.0,-99.0
ZTF20accxshs,ZTF20accxshs,ZTFabc01696,ZTF21aazybnu,ZTFabc88415,ZTF21aaqvtcn,ZTF21aatwlhj,ZTF21aawaguv,ZTF21abmxwox,ZTFabc05708,ZTFabc19317,ZTF20acbnoqi,0,5.7721,6.0585,6.231,6.2443,6.2994,6.3331,6.4264,6.636,6.6415,6.6737,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,None,SN Ia,None,SN Ia,None,SN Ia,None,None,SN Ia,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,0.1,-99.0,-99.0,-99.0,-99.0,0.08
ZTF20acujaft,ZTF20acujaft,ZTF21aaxxjen,ZTF21aarjicd,ZTF21aaapfal,ZTFabc08297,ZTFabc45059,ZTFabc46447,ZTFabc02249,ZTFabc19649,ZTFabc93034,ZTFabc22148,0,5.3218,5.4989,5.6662,5.8607,5.8607,5.8614,5.8623,5.8641,5.8649,5.8649,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN Ia,None,None,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,0.08,0.097,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aagtooe,ZTF21aagtooe,ZTF18abvloec,ZTF21aaxsorf,ZTFabc89816,ZTFabc00973,ZTFabc87569,ZTFabc42013,ZTFabc14847,ZTFabc98599,ZTFabc77855,ZTFabc30105,0,7.5888,7.728,7.9603,7.9623,7.9632,7.965,7.9742,7.978,7.9848,7.9852,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,None,None,SN Ibn,SN Ibn,SN Ibn,SN Ibn,SN Ibn,SN Ibn,SN Ibn,SN Ibn,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20abwikit,ZTF20abwikit,ZTF21abaeiei,ZTF21abboibr,ZTFabc20534,ZTFabc02926,ZTFabc75469,ZTFabc35181,ZTFabc28886,ZTFabc49421,ZTFabc60942,ZTFabc03757,0,9.4229,9.7302,10.2042,10.2408,10.2758,10.3043,10.3362,10.3958,10.4162,10.4669,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,None,SN Ia,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,-99.0,-99.0,0.025,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aavunim,ZTF21aavunim,ZTF21abddppl,ZTF20acbptqx,ZTF20abtiagv,ZTF21aareaen,ZTF21aaynohd,ZTF21abjzuja,ZTF21abctgsv,ZTF20aadxyal,ZTF19aacirez,ZTF19adcfimx,0,7.8933,7.9633,8.3727,8.7338,8.8476,9.0282,9.1072,9.1422,9.2165,9.3129,No_TNS,Yes_TNS,No_TNS,No_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aasarui,ZTF21aasarui,ZTF21aavznfn,ZTF21aaxuwvw,ZTF21aaualdi,ZTF21abqsust,ZTF21abcsbnb,ZTF21abqocof,ZTF21aaxszmx,ZTF21aaqjimb,ZTF21aadipjb,ZTF19abttqec,0,7.6874,8.8635,8.8655,8.9087,9.0039,9.175,9.2987,9.3498,9.4033,9.4181,No_TNS,No_TNS,Yes_TNS,No_TNS,No_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,No_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaqhxvc,ZTF21aaqhxvc,ZTF21abctjuo,ZTFabc89026,ZTF21achducl,ZTFabc60117,ZTFabc43724,ZTFabc03830,ZTFabc70215,ZTFabc29065,ZTFabc91836,ZTFabc55053,0,5.3289,6.311,6.3126,6.3153,6.3177,6.3207,6.3353,6.3545,6.3717,6.3825,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,None,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,-99.0,-99.0,-99.0,0.069,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abitjlm,ZTF21abitjlm,ZTF18abrcoty,ZTF21abuunol,ZTF19aaaefkt,ZTF18accwild,ZTF21aarzqri,ZTF21aaxuwvw,ZTF21aafldgt,ZTF21aagtmmp,ZTF21aaszmdf,ZTF21aarzrst,0,8.0386,8.4253,8.8556,8.884,9.1082,9.1354,9.1391,9.343,9.3631,9.4787,Yes_TNS,No_TNS,Yes_TNS,No_TNS,No_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF19aabyyhr,ZTF19aabyyhr,ZTFabc55699,ZTF21aatisro,ZTFabc83001,ZTFabc64427,ZTFabc81941,ZTF21aatlbsi,ZTFabc98013,ZTFabc99659,ZTFabc27215,ZTFabc75244,0,4.7891,4.8102,4.8798,4.88,4.9527,4.9569,4.9919,5.0123,5.0185,5.0349,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,None,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,TDE,TDE,TDE,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.07,-99.0,-99.0,-99.0,-99.0
ZTF18acajvnu,ZTF18acajvnu,ZTFabc26623,ZTF21aadrtcs,ZTF18adbcjin,ZTF21acgrmpf,ZTF21abtoqij,ZTF21aaoseuq,ZTFabc92561,ZTF18acvdstg,ZTF19abwsfsl,ZTFabc11577,0,6.7061,7.0569,7.2297,7.985,8.0906,8.2646,8.3013,8.3876,8.4086,8.5128,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,None,SN Ia,SN Ia,None,None,None,None,SN Ia,None,None,SN Ia,-99.0,-99.0,0.0014285,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acunxkg,ZTF20acunxkg,ZTFabc11863,ZTFabc21819,ZTFabc41281,ZTF18aacnlxz,ZTF18acbwgcu,ZTFabc94937,ZTF21aahpakt,ZTFabc11495,ZTF20acoheud,ZTF21abfyqtx,0,4.8158,4.8215,4.9007,5.0743,5.0924,5.2295,5.2614,5.2694,5.4586,5.5006,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Yes_TNS,None,SN II,SN II,SN II,SN II,None,SN II,None,SN II,None,None,-99.0,-99.0,-99.0,-99.0,0.072475,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF17aadqidc,ZTF17aadqidc,ZTF21aaiaqvc,ZTF21aagmecm,ZTF20acovryd,ZTF21abjqcmb,ZTF21aaxxetp,ZTF21abcpbjj,ZTF21abkfbyi,ZTF21aaxsnjg,ZTF21aartdkg,ZTF21abvatnb,0,5.8845,6.1129,6.443,6.4516,6.6922,6.6997,6.7291,6.7674,6.7704,6.8155,No_TNS,No_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaptouk,ZTF21aaptouk,ZTF21aayprqz,ZTFabc16589,ZTFabc53256,ZTFabc23147,ZTF20ackhlcw,ZTF20acppzah,ZTFabc62453,ZTFabc53818,ZTF21abhtaiv,ZTFabc22614,0,4.795,5.1848,5.3524,5.3945,5.4486,5.4926,5.5394,5.5914,5.6096,5.6118,Yes_TNS,Yes_TNS_2plus,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Fake,SN Ia,None,SN Ia,SN Ia,SN Ia,None,None,SN Ia,SN Ia,SN Ia,SN Ia,0.095,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.081,-99.0
ZTF20acpcwwg,ZTF20acpcwwg,ZTF20acpjswl,ZTF21abowuqe,ZTF20acxjekh,ZTF21aayramw,ZTFabc11863,ZTFabc27123,ZTF20acmmfkd,ZTF21aayrnqc,ZTFabc74552,ZTF18aacnlxz,0,4.6013,4.7457,5.1775,5.2065,5.3848,5.4095,5.4548,5.4907,5.5317,5.5997,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,None,None,None,None,None,SN II,SN Ia,None,None,SN Ia,SN II,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.072475
ZTF20acrheie,ZTF20acrheie,ZTF18acevdkl,ZTF21aaxtdrs,ZTFabc56212,ZTF18acdvnym,ZTFabc84946,ZTF21aayooxv,ZTF18acbuftp,ZTFabc36861,ZTF21aaanpyy,ZTF21aaydzcm,0,4.9242,5.928,6.3378,6.6009,6.7066,7.0358,7.36,7.5179,7.7135,7.7343,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,SN Ia,None,SN Ia,SN Ia,None,SN Ia,None,None,SN Ia,None,None,0.049431,-99.0,0.07692,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aankmzt,ZTF21aankmzt,ZTF21aayfiim,ZTF20acwijiy,ZTFabc34382,ZTF21abrpaig,ZTF21abeguum,ZTFabc83635,ZTFabc38107,ZTFabc10865,ZTFabc93901,ZTFabc37524,0,6.7485,7.212,7.2666,7.295,7.367,7.4201,7.4202,7.4207,7.4207,7.4208,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,None,None,SN Ia,SN Ia,None,None,SN I,SN I,SN I,SN I,SN I,-99.0,-99.0,0.102,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aalydkl,ZTF21aalydkl,ZTFabc97609,ZTFabc80404,ZTFabc12296,ZTFabc54165,ZTFabc79202,ZTFabc93725,ZTFabc24354,ZTFabc49332,ZTFabc95499,ZTFabc01228,0,6.2978,6.358,6.3701,6.3786,6.3948,6.4026,6.4131,6.4263,6.429,6.4802,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN Ia,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN IIb,SN Ia,0.056,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abxdcmp,ZTF21abxdcmp,ZTFabc98459,ZTFabc49307,ZTFabc51475,ZTFabc47422,ZTFabc22198,ZTFabc16602,ZTF21aapkiaw,ZTFabc41346,ZTFabc43576,ZTF21aaprfkc,0,4.3279,4.4466,4.6299,4.7575,4.8064,4.942,4.9493,4.9493,4.958,4.9604,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia,0.067,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.056
ZTF21aardcks,ZTF21aardcks,ZTF20achqeso,ZTFabc70429,ZTFabc45849,ZTF21aaokafk,ZTFabc47230,ZTFabc97999,ZTFabc61096,ZTFabc00361,ZTFabc92928,ZTFabc89959,0,5.0138,5.1308,5.2406,5.4709,5.6451,5.7004,5.7145,5.744,5.7723,5.7779,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,None,None,SN Ia,SN Ia,None,SN Ia,SN II,SN Ia,SN Ia,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abwqrwo,ZTF21abwqrwo,ZTF19aasalud,ZTF21abjbukd,ZTFabc95174,ZTFabc91063,ZTFabc69415,ZTFabc86870,ZTF21abxoxhb,ZTF21abwputs,ZTF21abctjuo,ZTF21aavbglm,0,6.7096,6.8031,7.0862,7.1569,7.2556,7.2837,8.1775,8.3461,8.4384,8.5645,Yes_TNS,No_TNS,Yes_TNS,Fake,Fake,Fake,Fake,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,None,SN II,SN II,SN II,SN II,SN II,None,None,None,None,0.09,-99.0,0.0511,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaekmoy,ZTF21aaekmoy,ZTFabc36991,ZTFabc86660,ZTF20acwqlpq,ZTFabc31696,ZTFabc67200,ZTFabc92670,ZTFabc97883,ZTFabc70630,ZTFabc02919,ZTFabc99879,0,6.2221,6.3796,6.5853,6.6819,6.7059,6.7729,6.7936,6.7979,6.8196,6.8965,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN Ia,SN Ia,SN Ia,SN II,SN II,SN II,SN Ia,SN II,SN Ia,SN Ia,0.080003,-99.0,-99.0,0.07195,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acvddao,ZTF18acvddao,ZTFabc36368,ZTF20acjswcb,ZTFabc41026,ZTFabc34382,ZTF20acwijiy,ZTFabc51185,ZTFabc62812,ZTF21aawtchn,ZTF20acplqek,ZTFabc53671,0,4.9826,5.1115,5.1248,5.2134,5.2533,5.3597,5.3787,5.3946,5.4528,5.5266,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Fake,None,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,0.102,-99.0,-99.0,-99.0,0.083,-99.0
ZTF20acajvrj,ZTF20acajvrj,ZTFabc89700,ZTFabc72295,ZTFabc45582,ZTFabc09563,ZTFabc31700,ZTFabc53797,ZTFabc82257,ZTFabc90433,ZTFabc13740,ZTF18aabeszt,0,4.6138,4.6308,4.655,4.7168,4.8377,4.8829,4.9501,5.0538,5.065,5.1333,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.0705,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.081
ZTF21aacxung,ZTF21aacxung,ZTF20acgkbjz,ZTF21abmdhes,ZTFabc10950,ZTFabc78191,ZTFabc07723,ZTFabc11951,ZTFabc25522,ZTFabc99354,ZTFabc71904,ZTFabc40750,0,4.9415,5.1893,5.7808,5.8785,5.8796,5.8809,5.8817,5.8817,5.8827,5.8843,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN Ia,SN Ia,SN Ia,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,0.046118,0.047,0.04,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abiawge,ZTF21abiawge,ZTF21aaphpor,ZTF21abctfpg,ZTF18acajzib,ZTF20acpllaq,ZTF21abownod,ZTF20acthdtq,ZTF21aavpgvx,ZTFabc80993,ZTFabc42024,ZTF21aagtdwx,0,6.1703,6.2125,6.4953,6.5717,6.6058,6.7489,6.8182,6.8975,6.9053,6.9387,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Fake,Fake,Yes_TNS,None,None,None,None,None,None,None,None,SN Ia,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abcxfhj,ZTF21abcxfhj,ZTF18aczergf,ZTFabc05650,ZTF21aarytbc,ZTFabc64197,ZTFabc47401,ZTF21aahnpyt,ZTFabc45918,ZTF21aaxsmwu,ZTFabc40350,ZTFabc44322,0,7.8954,8.0303,8.075,8.088,8.2403,8.2461,8.2604,8.551,8.7255,8.734,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Fake,None,None,SN II,SN II,SN II,SN II,None,SN II,None,SN Ib,SN Ib,-99.0,-99.0,-99.0,0.078,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21acculro,ZTF21acculro,ZTFabc02684,ZTFabc85650,ZTFabc23164,ZTFabc65017,ZTFabc56642,ZTFabc43194,ZTFabc81947,ZTFabc41474,ZTFabc93252,ZTFabc64744,0,6.4029,6.4071,6.408,6.409,6.4091,6.4099,6.4111,6.4145,6.4162,6.4181,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ibn,SN Ibn,SN Ibn,SN Ibn,SN Ibn,SN Ibn,SN Ibn,SN Ibn,SN Ibn,SN Ibn,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abkkwie,ZTF21abkkwie,ZTFabc00361,ZTF21aatvcdl,ZTFabc48915,ZTF21aaphlty,ZTFabc34627,ZTFabc82333,ZTF20aclnbft,ZTF20acpumut,ZTFabc74154,ZTF21aazxxtq,0,6.0192,6.1333,6.2018,6.2793,6.3348,6.3966,6.4915,6.593,6.6064,6.7029,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,None,0.05728,-99.0,0.05,-99.0,0.04887,-99.0,-99.0,-99.0,0.082,-99.0,-99.0
ZTF21abgywux,ZTF21abgywux,ZTF21aaqprjz,ZTF21aatxpur,ZTFabc62547,ZTFabc98316,ZTFabc56388,ZTF21absnbqh,ZTFabc36377,ZTFabc91069,ZTFabc87583,ZTFabc05383,0,6.393,6.4289,6.5833,6.9938,7.1548,7.1841,7.4093,7.4135,7.4142,7.4158,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,SN II,SN Ia,None,SN Ia,SN Ia,SN II,None,SN Ia,SN Ia,SN IIP,SN IIP,0.036,0.08,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18aajjhkq,ZTF18aajjhkq,ZTF21aaptnwj,ZTFabc46382,ZTFabc88877,ZTF21aasyydo,ZTFabc30389,ZTFabc24359,ZTF21abjdiok,ZTFabc86503,ZTFabc82986,ZTFabc44671,0,5.2037,5.3341,5.3357,5.3527,5.4747,5.827,6.0597,6.1215,6.1415,6.1502,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Fake,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN II,SN II,0.07,-99.0,-99.0,-99.0,0.061012,-99.0,-99.0,0.074,-99.0,-99.0,-99.0
